filename,class,brand,category,style,color,material,fashion,sku
loewe_fw23_32,4a_coat,loewe,outerwear,4a_coated_style,camel,velours,coated,
loewe_fw23_32,4a_camel,loewe,outerwear,4a_camel_color,camel,velours,coated,
loewe_fw23_32,4a_velours,loewe,outerwear,4a_velours_material,camel,velours,coated,
loewe_fw23_32,07_pants,loewe,bottoms,07_pants_sku,grey,velours,,pants
loewe_fw23_32,07_grey,loewe,bottoms,07_grey_color,grey,velours,,pants
loewe_fw23_32,07_velours,loewe,bottoms,07_velours_material,grey,velours,,pants
loewe_fw23_32,09_black,loewe,shoes,09_black_color,black,leather,,boots
loewe_fw23_32,09_boot,loewe,shoes,09_boots_sku,black,leather,,boots
loewe_fw23_32,09_leather,loewe,shoes,09_leather_material,black,leather,,boots
loewe_fw23_47,04_shirt,loewe,tops,04_shirt_sku,blue,velvet,,shirt
loewe_fw23_47,04_blue,loewe,tops,04_blue_color,blue,velvet,,shirt
loewe_fw23_47,04_velvet,loewe,tops,04_velvet_material,blue,velvet,,shirt
loewe_fw23_47,07_shorts,loewe,bottoms,07_shorts_sku,brown,,,shorts
loewe_fw23_47,07_brown,loewe,bottoms,07_brown_color,brown,,,shorts
loewe_fw23_47,09_derby,loewe,shoes,09_derby_sku,black,leather,,derby
loewe_fw23_47,09_black,loewe,shoes,09_black_color,black,leather,,derby
loewe_fw23_47,09_leather,loewe,shoes,09_leather_material,black,leather,,derby
saint_laurent_fw23_20,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_20,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_20,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_20,07_pants,saint_laurent,bottoms,07_pants_sku,black,silk,,pants
saint_laurent_fw23_20,04_shirt,saint_laurent,tops,04_shirt_sku,black,silk,,shirt
saint_laurent_fw23_20,04_coat,saint_laurent,tops,04_coat_sku,black,silk,,coat
saint_laurent_fw23_20,02_sunglasses,saint_laurent,eyewear,02_sunglasses_sku,,,,sunglasses
saint_laurent_fw23_20,07_black,saint_laurent,bottoms,07_black_color,black,silk,,pants
saint_laurent_fw23_20,07_silk,saint_laurent,bottoms,07_silk_material,black,silk,,pants
saint_laurent_fw23_20,04_silk,saint_laurent,tops,04_silk_material,black,silk,,shirt
saint_laurent_fw23_20,04_black,saint_laurent,tops,04_black_color,black,silk,,shirt
saint_laurent_fw23_20,04_wool,saint_laurent,tops,04_wool_material,black,wool,,shirt
saint_laurent_fw23_20,04_black,saint_laurent,tops,04_black_color,black,silk,,shirt
givenchy_fw23_23,4a_windbreaker,givenchy,outerwear,4a_windbreaker_sku,black,leather,,windbreaker
givenchy_fw23_23,4a_black,givenchy,outerwear,4a_black_color,black,leather,,windbreaker
givenchy_fw23_23,4a_leather,givenchy,outerwear,4a_leather_material,black,leather,,windbreaker
givenchy_fw23_23,07_shorts,givenchy,bottoms,07_shorts_sku,black,cotton,,shorts
givenchy_fw23_23,07_black,givenchy,bottoms,07_black_color,black,cotton,,shorts
givenchy_fw23_23,07_cotton,givenchy,bottoms,07_cotton_material,black,cotton,,shorts
givenchy_fw23_23,09_boot,givenchy,shoes,09_boots_sku,black,rubber,,boots
givenchy_fw23_23,09_black,givenchy,shoes,09_black_color,black,rubber,,boots
givenchy_fw23_23,09_rubber,givenchy,shoes,09_rubber_material,black,rubber,,boots
loewe_fw23_31,04_t-shirt,loewe,tops,04_t-shirt_sku,yellow,cotton,oversized,t-shirt
loewe_fw23_31,04_yellow,loewe,tops,04_yellow_color,yellow,cotton,oversized,t-shirt
loewe_fw23_31,04_cotton,loewe,tops,04_cotton_material,yellow,cotton,oversized,t-shirt
loewe_fw23_31,04_oversized,loewe,tops,04_oversized_style,yellow,cotton,oversized,t-shirt
loewe_fw23_31,07_leggings,loewe,bottoms,07_leggings_sku,grey,cotton,,leggings
loewe_fw23_31,07_grey,loewe,bottoms,07_grey_color,grey,cotton,,leggings
loewe_fw23_31,07_cotton,loewe,bottoms,07_cotton_material,grey,cotton,,leggings
loewe_fw23_31,07_jersey,loewe,bottoms,07_jersey_material,grey,jersey,,leggings
loewe_fw23_31,09_derby,loewe,shoes,09_derby_sku,black,leather,,derby
loewe_fw23_31,09_black,loewe,shoes,09_black_color,black,leather,,derby
loewe_fw23_31,09_leather,loewe,shoes,09_leather_material,black,leather,,derby
givenchy_fw23_15,4a_windbreaker,givenchy,outerwear,4a_windbreaker_sku,grey,nylon,,windbreaker
givenchy_fw23_15,4a_grey,givenchy,outerwear,4a_grey_color,grey,nylon,,windbreaker
givenchy_fw23_15,4a_nylon,givenchy,outerwear,4a_nylon_material,grey,nylon,,windbreaker
givenchy_fw23_15,07_pants,givenchy,bottoms,07_pants_sku,neon,cotton,zippers,pants
givenchy_fw23_15,07_neon,givenchy,bottoms,07_neon_color,neon,cotton,zippers,pants
givenchy_fw23_15,07_green,givenchy,bottoms,07_green_color,green,cotton,zippers,pants
givenchy_fw23_15,07_cotton,givenchy,bottoms,07_cotton_material,neon,cotton,zippers,pants
givenchy_fw23_15,07_zippers,givenchy,bottoms,07_zippers_style,neon,cotton,zippers,pants
givenchy_fw23_15,09_sneaker,givenchy,shoes,09_sneaker_sku,black,leather,,sneaker
givenchy_fw23_15,09_black,givenchy,shoes,09_black_color,black,leather,,sneaker
givenchy_fw23_15,09_leather,givenchy,shoes,09_leather_material,black,leather,,sneaker
givenchy_fw23_35,07_shorts,givenchy,bottoms,07_shorts_sku,beige,,distressed,shorts
givenchy_fw23_35,07_beige,givenchy,bottoms,07_beige_color,beige,,distressed,shorts
givenchy_fw23_35,07_grey,givenchy,bottoms,07_grey_color,grey,,distressed,shorts
givenchy_fw23_35,07_distressed,givenchy,bottoms,07_distressed_style,beige,,distressed,shorts
givenchy_fw23_35,07_cargo,givenchy,bottoms,07_cargo_style,beige,,cargo,shorts
givenchy_fw23_35,09_boot,givenchy,shoes,09_boots_sku,beige,rubber,,boots
givenchy_fw23_35,09_beige,givenchy,shoes,09_beige_color,beige,rubber,,boots
givenchy_fw23_35,09_rubber,givenchy,shoes,09_rubber_material,beige,rubber,,boots
saint_laurent_fw23_29,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_29,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_29,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_29,07_pants,saint_laurent,bottoms,07_pants_sku,black,silk,,pants
saint_laurent_fw23_29,04_shirt,saint_laurent,tops,04_shirt_sku,black,silk,,shirt
saint_laurent_fw23_29,04_jacket,saint_laurent,tops,04_jacket_sku,black,silk,,jacket
saint_laurent_fw23_29,02_sunglasses,saint_laurent,eyewear,02_sunglasses_sku,,,,sunglasses
saint_laurent_fw23_29,07_black,saint_laurent,bottoms,07_black_color,black,silk,,pants
saint_laurent_fw23_29,07_silk,saint_laurent,bottoms,07_silk_material,black,silk,,pants
saint_laurent_fw23_29,04_silk,saint_laurent,tops,04_silk_material,black,silk,,shirt
saint_laurent_fw23_29,04_black,saint_laurent,tops,04_black_color,black,silk,,shirt
saint_laurent_fw23_05,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_05,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_05,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_05,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,,pants
saint_laurent_fw23_05,04_coat,saint_laurent,tops,04_coat_sku,black,,vernice,coat
saint_laurent_fw23_05,07_black,saint_laurent,bottoms,07_black_color,black,wool,,pants
saint_laurent_fw23_05,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,,pants
saint_laurent_fw23_05,04_vernice,saint_laurent,tops,04_vernice_style,black,,vernice,coat
saint_laurent_fw23_05,04_black,saint_laurent,tops,04_black_color,black,,vernice,coat
saint_laurent_fw23_13,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_13,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_13,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_13,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,,pants
saint_laurent_fw23_13,04_coat,saint_laurent,tops,04_coat_sku,black,cashmere,vernice,coat
saint_laurent_fw23_13,04_knitwear,saint_laurent,tops,04_knitwear_sku,black,cashmere,vernice,knitwear
saint_laurent_fw23_13,02_sunglasses,saint_laurent,eyewear,02_sunglasses_sku,,,,sunglasses
saint_laurent_fw23_13,07_black,saint_laurent,bottoms,07_black_color,black,wool,,pants
saint_laurent_fw23_13,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,,pants
saint_laurent_fw23_13,04_cashmere,saint_laurent,tops,04_cashmere_material,black,cashmere,vernice,coat
saint_laurent_fw23_13,04_black,saint_laurent,tops,04_black_color,black,cashmere,vernice,coat
saint_laurent_fw23_13,04_black,saint_laurent,tops,04_black_color,black,cashmere,vernice,coat
saint_laurent_fw23_13,04_vernice,saint_laurent,tops,04_vernice_style,black,cashmere,vernice,coat
saint_laurent_fw23_27,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_27,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_27,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_27,07_pants,saint_laurent,bottoms,07_pants_sku,black,silk,,pants
saint_laurent_fw23_27,04_shirt,saint_laurent,tops,04_shirt_sku,white,silk,,shirt
saint_laurent_fw23_27,02_sunglasses,saint_laurent,eyewear,02_sunglasses_sku,,,,sunglasses
saint_laurent_fw23_27,07_black,saint_laurent,bottoms,07_black_color,black,silk,,pants
saint_laurent_fw23_27,07_silk,saint_laurent,bottoms,07_silk_material,black,silk,,pants
saint_laurent_fw23_27,04_silk,saint_laurent,tops,04_silk_material,white,silk,,shirt
saint_laurent_fw23_27,04_white,saint_laurent,tops,04_white_color,white,silk,,shirt
loewe_fw23_23,4a_coat,loewe,outerwear,4a_coated_style,brown,suede,coated,
loewe_fw23_23,4a_brown,loewe,outerwear,4a_brown_color,brown,suede,coated,
loewe_fw23_23,4a_suede,loewe,outerwear,4a_suede_material,brown,suede,coated,
loewe_fw23_23,09_boot,loewe,shoes,09_boots_sku,black,leather,,boots
loewe_fw23_23,09_black,loewe,shoes,09_black_color,black,leather,,boots
loewe_fw23_23,09_leather,loewe,shoes,09_leather_material,black,leather,,boots
loewe_fw23_23,4a_oversized,loewe,outerwear,4a_oversized_style,brown,suede,oversized,
loewe_fw23_15,04_sweatshirt,loewe,tops,04_sweatshirt_sku,yellow,cotton,,sweatshirt
loewe_fw23_15,04_yellow,loewe,tops,04_yellow_color,yellow,cotton,,sweatshirt
loewe_fw23_15,04_cotton,loewe,tops,04_cotton_material,yellow,cotton,,sweatshirt
loewe_fw23_15,07_leggings,loewe,bottoms,07_leggings_sku,grey,cotton,,leggings
loewe_fw23_15,07_grey,loewe,bottoms,07_grey_color,grey,cotton,,leggings
loewe_fw23_15,07_cotton,loewe,bottoms,07_cotton_material,grey,cotton,,leggings
loewe_fw23_15,07_jersey,loewe,bottoms,07_jersey_material,grey,jersey,,leggings
loewe_fw23_15,05_totebag,loewe,bags,05_totebag_sku,black,leather,,totebag
loewe_fw23_15,05_black,loewe,bags,05_black_color,black,leather,,totebag
loewe_fw23_15,05_leather,loewe,bags,05_leather_material,black,leather,,totebag
loewe_fw23_15,09_boot,loewe,shoes,09_boots_sku,black,leather,,boots
loewe_fw23_15,09_black,loewe,shoes,09_black_color,black,leather,,boots
loewe_fw23_15,09_leather,loewe,shoes,09_leather_material,black,leather,,boots
dior_fw23_18,04_shirt,dior,tops,04_shirt_sku,white,cotton,overized,shirt
dior_fw23_18,04_white,dior,tops,04_white_color,white,cotton,overized,shirt
dior_fw23_18,04_cotton,dior,tops,04_cotton_material,white,cotton,overized,shirt
dior_fw23_18,04_overized,dior,tops,04_overized_style,white,cotton,overized,shirt
dior_fw23_18,07_pants,dior,bottoms,07_pants_sku,beige,wool,,pants
dior_fw23_18,07_beige,dior,bottoms,07_beige_color,beige,wool,,pants
dior_fw23_18,07_wool,dior,bottoms,07_wool_material,beige,wool,,pants
dior_fw23_18,05_beige,dior,bags,05_beige_color,beige,leather,,handbag
dior_fw23_18,05_leather,dior,bags,05_leather_material,beige,leather,,handbag
dior_fw23_18,05_handbag,dior,bags,05_handbag_sku,beige,leather,,handbag
dior_fw23_18,09_boot,dior,shoes,09_boots_sku,black,,,boots
dior_fw23_18,09_black,dior,shoes,09_black_color,black,,,boots
dior_fw23_18,09_ruber,dior,shoes,04_vest_sku,black,,,vest
dior_fw23_14,04_cardigan,dior,tops,04_cardigan_sku,blue,cashmere,embroidered,cardigan
dior_fw23_14,04_blue,dior,tops,04_blue_color,blue,cashmere,embroidered,cardigan
dior_fw23_14,04_embroidered,dior,tops,04_embroidered_style,blue,cashmere,embroidered,cardigan
dior_fw23_14,04_cashmere,dior,tops,04_cashmere_material,blue,cashmere,embroidered,cardigan
dior_fw23_14,07_grey,dior,bottoms,07_grey_color,grey,silk,loosefit,pants
dior_fw23_14,07_loosefit,dior,bottoms,07_loosefit_style,grey,silk,loosefit,pants
dior_fw23_14,07_pants,dior,bottoms,07_pants_sku,grey,silk,loosefit,pants
dior_fw23_14,07_silk,dior,bottoms,07_silk_material,grey,silk,loosefit,pants
dior_fw23_14,09_sneaker,dior,shoes,09_sneaker_sku,black,rubber,,sneaker
dior_fw23_14,09_black,dior,shoes,09_black_color,black,rubber,,sneaker
dior_fw23_14,09_rubber,dior,shoes,09_rubber_material,black,rubber,,sneaker
dior_fw23_14,05_beige,dior,bags,05_beige_color,beige,leather,print,handbag
dior_fw23_14,05_handbag,dior,bags,05_handbag_sku,beige,leather,print,handbag
dior_fw23_14,05_leather,dior,bags,05_leather_material,beige,leather,print,handbag
dior_fw23_14,05_print,dior,bags,05_print_style,beige,leather,print,handbag
givenchy_fw23_30,04_sweatshirt,givenchy,tops,04_sweatshirt_sku,violet,cotton,oversized,sweatshirt
givenchy_fw23_30,04_violet,givenchy,tops,04_violet_color,violet,cotton,oversized,sweatshirt
givenchy_fw23_30,04_cotton,givenchy,tops,04_cotton_material,violet,cotton,oversized,sweatshirt
givenchy_fw23_30,04_oversized,givenchy,tops,04_oversized_style,violet,cotton,oversized,sweatshirt
givenchy_fw23_30,07_pants,givenchy,bottoms,07_pants_sku,violet,cotton,,pants
givenchy_fw23_30,07_violet,givenchy,bottoms,07_violet_color,violet,cotton,,pants
givenchy_fw23_30,07_cotton,givenchy,bottoms,07_cotton_material,violet,cotton,,pants
givenchy_fw23_30,07_sneaker,givenchy,bottoms,07_sneaker_sku,violet,cotton,,sneaker
givenchy_fw23_30,07_black,givenchy,bottoms,07_black_color,black,cotton,,pants
givenchy_fw23_30,07_mix,givenchy,bottoms,07_mix_material,violet,mix,,pants
givenchy_fw23_39,04_shirt,givenchy,tops,04_shirt_sku,blue,cotton,striped,shirt
givenchy_fw23_39,04_blue,givenchy,tops,04_blue_color,blue,cotton,striped,shirt
givenchy_fw23_39,04_striped,givenchy,tops,04_striped_style,blue,cotton,striped,shirt
givenchy_fw23_39,04_cotton,givenchy,tops,04_cotton_material,blue,cotton,striped,shirt
givenchy_fw23_39,07_shorts,givenchy,bottoms,07_shorts_sku,blue,,striped,shorts
givenchy_fw23_39,07_blue,givenchy,bottoms,07_blue_color,blue,,striped,shorts
givenchy_fw23_39,07_striped,givenchy,bottoms,07_striped_style,blue,,striped,shorts
givenchy_fw23_39,07_logo,givenchy,bottoms,07_logo_style,blue,,logo,shorts
givenchy_fw23_39,04_logo,givenchy,tops,04_logo_style,blue,cotton,logo,shirt
givenchy_fw23_39,09_boot,givenchy,shoes,09_boots_sku,black,rubber,,boots
givenchy_fw23_39,09_black,givenchy,shoes,09_black_color,black,rubber,,boots
givenchy_fw23_39,09_rubber,givenchy,shoes,09_rubber_material,black,rubber,,boots
dior_fw23_41,04_sweatshirt,dior,tops,04_sweatshirt_sku,black,wool,dotted,sweatshirt
dior_fw23_41,04_black,dior,tops,04_black_color,black,wool,dotted,sweatshirt
dior_fw23_41,04_wool,dior,tops,04_wool_material,black,wool,dotted,sweatshirt
dior_fw23_41,04_dotted,dior,tops,04_dotted_style,black,wool,dotted,sweatshirt
dior_fw23_41,04_shirt,dior,tops,04_shirt_sku,black,wool,dotted,shirt
dior_fw23_41,04_white,dior,tops,04_white_color,white,wool,dotted,sweatshirt
dior_fw23_41,04_striped,dior,tops,04_striped_style,black,wool,striped,sweatshirt
dior_fw23_41,07_pants,dior,bottoms,07_pants_sku,black,wool,loosefit,pants
dior_fw23_41,07_black,dior,bottoms,07_black_color,black,wool,loosefit,pants
dior_fw23_41,07_wool,dior,bottoms,07_wool_material,black,wool,loosefit,pants
dior_fw23_41,07_loosefit,dior,bottoms,07_loosefit_style,black,wool,loosefit,pants
dior_fw23_41,09_boot,dior,shoes,09_boots_sku,black,leather,hightop,boots
dior_fw23_41,09_black,dior,shoes,09_black_color,black,leather,hightop,boots
dior_fw23_41,09_leather,dior,shoes,09_leather_material,black,leather,hightop,boots
dior_fw23_41,09_hightop,dior,shoes,09_hightop_style,black,leather,hightop,boots
saint_laurent_fw23_48,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_48,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_48,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_48,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,,pants
saint_laurent_fw23_48,04_jacket,saint_laurent,tops,04_jacket_sku,black,wool,,jacket
saint_laurent_fw23_48,07_black,saint_laurent,bottoms,07_black_color,black,wool,,pants
saint_laurent_fw23_48,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,,pants
saint_laurent_fw23_48,04_wool,saint_laurent,tops,04_wool_material,black,wool,,jacket
saint_laurent_fw23_48,04_black,saint_laurent,tops,04_black_color,black,wool,,jacket
saint_laurent_fw23_24,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_24,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_24,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_24,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,,pants
saint_laurent_fw23_24,04_shirt,saint_laurent,tops,04_shirt_sku,black,wool,,shirt
saint_laurent_fw23_24,04_jacket,saint_laurent,tops,04_jacket_sku,black,wool,,jacket
saint_laurent_fw23_24,07_black,saint_laurent,bottoms,07_black_color,black,wool,,pants
saint_laurent_fw23_24,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,,pants
saint_laurent_fw23_24,04_black,saint_laurent,tops,04_black_color,black,wool,,shirt
saint_laurent_fw23_24,04_black,saint_laurent,tops,04_black_color,black,wool,,shirt
saint_laurent_fw23_24,04_wool,saint_laurent,tops,04_wool_material,black,wool,,shirt
saint_laurent_fw23_24,04_silk,saint_laurent,tops,04_silk_material,black,silk,,shirt
dior_fw23_39,4a_robe,dior,outerwear,4a_robe_sku,grey,wool,,robe
dior_fw23_39,4a_grey,dior,outerwear,4a_grey_color,grey,wool,,robe
dior_fw23_39,4a_wool,dior,outerwear,4a_wool_material,grey,wool,,robe
dior_fw23_39,04_tanktop,dior,tops,04_tanktop_sku,white,,sheer,tanktop
dior_fw23_39,04_white,dior,tops,04_white_color,white,,sheer,tanktop
dior_fw23_39,04_sheer,dior,tops,04_sheer_style,white,,sheer,tanktop
dior_fw23_39,07_pants,dior,bottoms,07_pants_sku,grey,,,pants
dior_fw23_39,07_grey,dior,bottoms,07_grey_color,grey,,,pants
dior_fw23_39,09_boot,dior,shoes,09_boots_sku,black,leather,hightop,boots
dior_fw23_39,09_black,dior,shoes,09_black_color,black,leather,hightop,boots
dior_fw23_39,09_hightop,dior,shoes,09_hightop_style,black,leather,hightop,boots
dior_fw23_39,09_leather,dior,shoes,09_leather_material,black,leather,hightop,boots
dior_fw23_22,4a_trenchcoat,dior,outerwear,4a_trenchcoat_sku,beige,cotton,animalia,trenchcoat
dior_fw23_22,4a_beige,dior,outerwear,4a_beige_color,beige,cotton,animalia,trenchcoat
dior_fw23_22,4a_animalia,dior,outerwear,4a_animalia_style,beige,cotton,animalia,trenchcoat
dior_fw23_22,4a_cotton,dior,outerwear,4a_cotton_material,beige,cotton,animalia,trenchcoat
dior_fw23_22,09_boot,dior,shoes,09_boots_sku,brown,leather,hightop,boots
dior_fw23_22,09_hightop,dior,shoes,09_hightop_style,brown,leather,hightop,boots
dior_fw23_22,09_brown,dior,shoes,09_brown_color,brown,leather,hightop,boots
dior_fw23_22,09_leather,dior,shoes,09_leather_material,brown,leather,hightop,boots
givenchy_fw23_14,4a_windbreaker,givenchy,outerwear,4a_windbreaker_sku,black,leather,,windbreaker
givenchy_fw23_14,4a_black,givenchy,outerwear,4a_black_color,black,leather,,windbreaker
givenchy_fw23_14,4a_leather,givenchy,outerwear,4a_leather_material,black,leather,,windbreaker
givenchy_fw23_14,07_pants,givenchy,bottoms,07_pants_sku,neon,cotton,zippers,pants
givenchy_fw23_14,07_neon,givenchy,bottoms,07_neon_color,neon,cotton,zippers,pants
givenchy_fw23_14,07_pink,givenchy,bottoms,07_pink_color,pink,cotton,zippers,pants
givenchy_fw23_14,07_cotton,givenchy,bottoms,07_cotton_material,neon,cotton,zippers,pants
givenchy_fw23_14,07_zippers,givenchy,bottoms,07_zippers_style,neon,cotton,zippers,pants
givenchy_fw23_14,09_sneaker,givenchy,shoes,09_sneaker_sku,black,leather,,sneaker
givenchy_fw23_14,09_black,givenchy,shoes,09_black_color,black,leather,,sneaker
givenchy_fw23_14,09_leather,givenchy,shoes,09_leather_material,black,leather,,sneaker
givenchy_fw23_14,05_totebag,givenchy,bags,05_totebag_sku,black,coatedcanvas,,totebag
givenchy_fw23_14,05_black,givenchy,bags,05_black_color,black,coatedcanvas,,totebag
givenchy_fw23_14,05_coatedcanvas,givenchy,bags,05_coatedcanvas_material,black,coatedcanvas,,totebag
dior_fw23_53,04_shirt,dior,tops,04_shirt_sku,rose,,patchwork,shirt
dior_fw23_53,04_rose,dior,tops,04_rose_color,rose,,patchwork,shirt
dior_fw23_53,04_patchwork,dior,tops,04_patchwork_style,rose,,patchwork,shirt
dior_fw23_53,07_shorts,dior,bottoms,07_shorts_sku,brown,cotton,loosefit,shorts
dior_fw23_53,07_brown,dior,bottoms,07_brown_color,brown,cotton,loosefit,shorts
dior_fw23_53,07_cotton,dior,bottoms,07_cotton_material,brown,cotton,loosefit,shorts
dior_fw23_53,07_loosefit,dior,bottoms,07_loosefit_style,brown,cotton,loosefit,shorts
dior_fw23_53,09_boot,dior,shoes,09_boots_sku,black,leather,hightop,boots
dior_fw23_53,09_black,dior,shoes,09_black_color,black,leather,hightop,boots
dior_fw23_53,09_leather,dior,shoes,09_leather_material,black,leather,hightop,boots
dior_fw23_53,09_hightop,dior,shoes,09_hightop_style,black,leather,hightop,boots
loewe_fw23_39,4a_coat,loewe,outerwear,4a_coated_style,navy,wool,coated,
loewe_fw23_39,4a_navy,loewe,outerwear,4a_navy_color,navy,wool,coated,
loewe_fw23_39,4a_wool,loewe,outerwear,4a_wool_material,navy,wool,coated,
loewe_fw23_39,09_derby,loewe,shoes,09_derby_sku,black,leather,,derby
loewe_fw23_39,09_black,loewe,shoes,09_black_color,black,leather,,derby
loewe_fw23_39,09_leather,loewe,shoes,09_leather_material,black,leather,,derby
saint_laurent_fw23_17,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_17,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_17,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_17,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,,pants
saint_laurent_fw23_17,04_coat,saint_laurent,tops,04_coat_sku,black,leather,,coat
saint_laurent_fw23_17,04_knitwear,saint_laurent,tops,04_knitwear_sku,black,leather,,knitwear
saint_laurent_fw23_17,07_black,saint_laurent,bottoms,07_black_color,black,wool,,pants
saint_laurent_fw23_17,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,,pants
saint_laurent_fw23_17,04_leather,saint_laurent,tops,04_leather_material,black,leather,,coat
saint_laurent_fw23_17,04_black,saint_laurent,tops,04_black_color,black,leather,,coat
saint_laurent_fw23_17,04_silk,saint_laurent,tops,04_silk_material,black,silk,,coat
saint_laurent_fw23_17,04_black,saint_laurent,tops,04_black_color,black,leather,,coat
givenchy_fw23_19,04_t-shirt,givenchy,tops,04_t-shirt_sku,neon,cotton,,t-shirt
givenchy_fw23_19,04_neon,givenchy,tops,04_neon_color,neon,cotton,,t-shirt
givenchy_fw23_19,04_cotton,givenchy,tops,04_cotton_material,neon,cotton,,t-shirt
givenchy_fw23_19,4a_windbreaker,givenchy,outerwear,4a_windbreaker_sku,neon,nylon,,windbreaker
givenchy_fw23_19,4a_neon,givenchy,outerwear,4a_neon_color,neon,nylon,,windbreaker
givenchy_fw23_19,4a_nylon,givenchy,outerwear,4a_nylon_material,neon,nylon,,windbreaker
givenchy_fw23_19,09_sneaker,givenchy,shoes,09_sneaker_sku,neon,mix,,sneaker
givenchy_fw23_19,09_neon,givenchy,shoes,09_neon_color,neon,mix,,sneaker
givenchy_fw23_19,09_mix,givenchy,shoes,09_mix_material,neon,mix,,sneaker
givenchy_fw23_03,4a_coat,givenchy,outerwear,4a_coated_style,black,leather,coated,
givenchy_fw23_03,4a_black,givenchy,outerwear,4a_black_color,black,leather,coated,
givenchy_fw23_03,4a_quilted,givenchy,outerwear,4a_quilted_style,black,leather,quilted,
givenchy_fw23_03,4a_logo,givenchy,outerwear,4a_logo_style,black,leather,logo,
givenchy_fw23_03,4a_leather,givenchy,outerwear,4a_leather_material,black,leather,coated,
givenchy_fw23_03,07_pants,givenchy,bottoms,07_pants_sku,black,leather,cargo,pants
givenchy_fw23_03,07_black,givenchy,bottoms,07_black_color,black,leather,cargo,pants
givenchy_fw23_03,07_leather,givenchy,bottoms,07_leather_material,black,leather,cargo,pants
givenchy_fw23_03,07_cargo,givenchy,bottoms,07_cargo_style,black,leather,cargo,pants
givenchy_fw23_03,09_boot,givenchy,shoes,09_boots_sku,black,rubber,,boots
givenchy_fw23_03,09_black,givenchy,shoes,09_black_color,black,rubber,,boots
givenchy_fw23_03,09_rubber,givenchy,shoes,09_rubber_material,black,rubber,,boots
givenchy_fw23_25,4a_coat,givenchy,outerwear,4a_coated_style,black,leather,coated,
givenchy_fw23_25,4a_black,givenchy,outerwear,4a_black_color,black,leather,coated,
givenchy_fw23_25,4a_leather,givenchy,outerwear,4a_leather_material,black,leather,coated,
givenchy_fw23_25,4a_quilted,givenchy,outerwear,4a_quilted_style,black,leather,quilted,
givenchy_fw23_25,07_pants,givenchy,bottoms,07_pants_sku,,,,pants
givenchy_fw23_25,04_black,givenchy,tops,04_black_color,black,cotton,,
givenchy_fw23_25,04_cotton,givenchy,tops,04_cotton_material,black,cotton,,
givenchy_fw23_25,09_sneaker,givenchy,shoes,09_sneaker_sku,neon,mix,,sneaker
givenchy_fw23_25,09_neon,givenchy,shoes,09_neon_color,neon,mix,,sneaker
givenchy_fw23_25,09_mix,givenchy,shoes,09_mix_material,neon,mix,,sneaker
loewe_fw23_04,04_shirt,loewe,tops,04_shirt_sku,yellow,silk,,shirt
loewe_fw23_04,04_yellow,loewe,tops,04_yellow_color,yellow,silk,,shirt
